datetime,ALB_1_temp,ALB_1_humidity,ALB_1_windspeed,ALB_1_conditions,ALB_2_temp,ALB_2_humidity,ALB_2_windspeed,ALB_2_conditions,LAC_1_temp,LAC_1_humidity,LAC_1_windspeed,LAC_1_conditions,LAC_2_temp,LAC_2_humidity,LAC_2_windspeed,LAC_2_conditions,SQM_1_temp,SQM_1_humidity,SQM_1_windspeed,SQM_1_conditions,SQM_2_temp,SQM_2_humidity,SQM_2_windspeed,SQM_2_conditions
2016-02-15,9.5,53.7,22.4,0,18.1,23.8,36.0,2,24.6,79.1,21.2,2,24.5,79.1,22.3,2,18.1,23.8,36.0,2,20.2,71.9,25.9,2
2016-02-16,8.7,49.4,15.3,0,17.8,25.8,36.4,2,23.5,71.6,18.4,2,24.1,76.5,28.1,2,17.8,25.8,36.4,2,20.7,67.3,29.5,2
2016-02-17,8.6,54.2,44.6,2,18.0,25.5,35.6,2,26.6,74.3,22.0,5,26.3,76.1,23.1,5,18.0,25.5,35.6,2,20.3,69.6,25.6,2
2016-02-18,5.8,60.4,34.3,5,17.9,35.7,36.7,5,26.0,77.1,27.7,5,25.7,77.2,27.7,5,17.9,35.7,36.7,5,20.2,74.2,25.9,0
2016-02-19,4.3,57.9,17.2,0,18.3,33.8,39.2,3,25.5,76.7,31.2,5,25.0,78.6,28.0,5,18.3,33.8,39.2,3,19.5,79.1,29.5,2
2016-02-20,6.7,51.3,15.1,0,17.5,31.7,34.9,0,21.2,87.4,23.0,4,20.7,88.5,22.3,4,17.5,31.7,34.9,0,19.9,70.4,20.5,2
2016-02-21,7.9,42.6,20.6,0,16.6,33.7,32.0,2,22.2,83.6,14.1,5,21.9,84.1,16.2,2,16.6,33.7,32.0,2,21.8,60.8,21.1,2
2016-02-22,8.7,30.4,45.3,0,15.7,49.8,34.2,2,23.4,81.2,19.1,2,23.3,81.1,23.4,2,15.7,49.8,34.2,2,21.9,61.9,21.1,2
2016-02-23,5.8,33.9,20.0,0,16.4,56.7,36.0,5,23.4,82.8,19.4,5,23.4,82.3,23.6,5,16.4,56.7,36.0,5,22.1,66.0,22.3,0
2016-02-24,5.8,44.4,18.9,0,16.3,57.0,34.9,2,22.4,79.9,22.1,5,22.6,80.3,18.7,5,16.3,57.0,34.9,2,21.7,75.8,25.9,0
2016-02-25,8.4,42.0,17.8,0,15.7,56.9,40.7,2,23.8,72.7,18.4,2,23.8,73.6,18.4,2,15.7,56.9,40.7,2,21.1,75.6,22.3,2
2016-02-26,10.0,37.7,26.4,0,14.3,56.5,38.2,2,25.0,76.6,17.1,5,24.7,76.5,14.8,5,14.3,56.5,38.2,2,21.5,73.4,24.1,2
2016-02-27,10.8,32.8,19.4,0,14.7,47.7,38.9,0,21.1,84.8,29.5,5,20.8,85.3,29.5,5,14.7,47.7,38.9,0,21.0,77.6,25.9,2
2016-02-28,12.1,33.1,18.1,0,15.3,36.7,36.4,0,21.9,83.3,16.6,5,21.4,83.5,16.6,4,15.3,36.7,36.4,0,21.4,73.1,22.3,0
2016-02-29,12.1,27.6,23.5,0,15.9,31.8,31.7,0,18.7,80.1,19.8,5,19.1,86.1,24.8,5,15.9,31.8,31.7,0,21.1,75.3,24.1,2
2016-03-01,11.0,36.3,21.1,0,16.5,22.4,30.6,0,17.6,74.2,22.4,5,19.6,79.5,22.3,5,16.5,22.4,30.6,0,20.8,74.7,27.7,2
2016-03-02,11.7,27.1,27.7,0,17.2,19.5,33.1,0,16.5,84.9,24.1,5,17.8,87.1,24.8,5,17.2,19.5,33.1,0,20.4,70.4,24.1,2
2016-03-03,10.4,32.0,17.8,0,17.3,21.8,36.7,2,17.1,79.6,21.2,5,18.0,85.5,23.8,5,17.3,21.8,36.7,2,20.4,65.8,24.1,2
2016-03-04,12.5,31.8,26.1,0,15.7,30.7,38.5,0,18.7,84.2,19.4,5,19.2,85.4,23.4,5,15.7,30.7,38.5,0,21.1,67.1,22.3,2
2016-03-05,11.9,42.9,39.0,2,13.9,32.8,36.4,3,15.1,84.7,24.1,5,16.4,87.9,24.8,5,13.9,32.8,36.4,3,20.6,70.9,24.1,2
2016-03-06,6.9,56.7,39.2,5,13.3,37.1,33.5,0,14.2,82.0,20.9,5,15.7,87.6,24.8,5,13.3,37.1,33.5,0,20.9,66.2,20.5,0
2016-03-07,2.4,70.6,30.0,10,13.0,38.3,37.4,0,17.3,82.8,16.6,5,17.3,87.6,18.1,5,13.0,38.3,37.4,0,20.7,69.4,20.5,2
2016-03-08,5.4,60.1,22.9,2,12.6,37.0,34.2,0,19.2,91.7,28.1,4,18.7,88.0,23.7,5,12.6,37.0,34.2,0,20.2,72.0,29.5,0
2016-03-09,8.4,49.6,19.1,0,13.3,29.2,28.8,0,18.9,69.9,13.5,5,18.8,71.8,14.6,5,13.3,29.2,28.8,0,20.0,74.6,22.3,2
2016-03-10,10.2,45.5,33.0,0,14.4,27.0,29.2,0,19.1,78.5,14.3,5,18.3,76.6,16.3,5,14.4,27.0,29.2,0,20.2,73.0,22.3,0
2016-03-11,9.2,43.2,63.8,5,13.9,28.8,30.2,0,17.5,87.6,18.4,2,17.2,85.3,18.4,2,13.9,28.8,30.2,0,20.6,69.4,24.1,2
2016-03-12,7.5,44.1,24.8,0,12.9,37.3,37.4,0,20.1,81.0,12.1,2,18.7,80.4,23.6,2,12.9,37.3,37.4,0,21.0,68.1,25.9,2
2016-03-13,7.4,54.9,31.0,0,13.0,39.9,23.0,0,18.7,85.4,11.9,2,17.8,84.7,21.7,2,13.0,39.9,23.0,0,20.5,69.5,24.1,2
2016-03-14,9.1,37.7,40.0,0,15.4,22.1,29.9,2,18.9,82.2,16.6,2,18.4,80.9,23.8,2,15.4,22.1,29.9,2,20.2,74.5,22.3,2
2016-03-15,8.9,29.8,27.8,0,16.7,19.4,33.8,0,19.6,82.2,12.5,2,18.7,81.4,9.5,2,16.7,19.4,33.8,0,19.8,74.1,25.9,2
2016-03-16,9.9,33.3,20.5,0,17.2,16.5,33.8,2,23.4,75.3,21.8,2,21.5,77.8,33.0,2,17.2,16.5,33.8,2,20.0,70.4,27.7,2
2016-03-17,10.9,32.5,23.0,0,17.5,18.8,31.7,2,24.7,76.0,17.4,2,22.6,77.8,13.0,2,17.5,18.8,31.7,2,21.0,66.2,27.7,2
2016-03-18,12.1,29.8,20.6,0,17.2,24.2,32.8,2,23.8,78.3,129.6,5,21.7,82.7,129.6,5,17.2,24.2,32.8,2,20.2,74.2,25.9,2
2016-03-19,12.5,30.9,21.8,0,16.8,26.8,33.5,3,16.4,88.8,17.4,5,16.0,87.7,16.6,4,16.8,26.8,33.5,3,19.9,77.2,22.3,2
2016-03-20,12.3,29.6,31.4,0,16.0,26.9,32.0,2,16.0,89.9,11.2,4,15.5,89.3,14.4,4,16.0,26.9,32.0,2,19.9,78.1,25.9,2
2016-03-21,11.8,29.6,37.1,0,15.5,27.5,30.2,2,18.4,79.0,9.9,2,17.6,82.8,14.5,2,15.5,27.5,30.2,2,19.9,77.0,25.9,2
2016-03-22,6.7,31.5,47.5,0,16.4,22.1,32.8,1,19.8,81.9,13.0,2,19.4,78.8,18.0,1,16.4,22.1,32.8,1,19.6,78.2,24.1,2
2016-03-23,6.8,33.0,24.6,0,14.3,30.3,38.2,2,19.1,84.6,22.3,5,18.5,83.6,22.3,5,14.3,30.3,38.2,2,19.3,76.4,20.5,2
2016-03-24,9.3,28.0,28.9,0,11.8,39.1,22.3,3,18.2,78.2,20.3,10,17.0,81.8,32.9,5,11.8,39.1,22.3,3,19.2,70.1,29.5,2
2016-03-25,12.1,22.3,38.1,0,12.7,23.8,32.8,3,18.0,79.4,21.5,4,15.3,90.8,14.9,4,12.7,23.8,32.8,3,18.5,73.5,22.3,0
2016-03-26,9.3,22.0,28.9,0,12.7,21.6,32.4,3,17.2,79.9,10.7,4,14.8,86.4,14.4,4,12.7,21.6,32.4,3,19.2,68.0,18.4,0
2016-03-27,10.5,24.8,29.6,0,12.4,25.8,32.0,0,17.4,83.0,15.0,5,16.1,85.2,16.5,2,12.4,25.8,32.0,0,19.3,74.5,22.3,2
2016-03-28,7.2,41.8,42.5,5,13.3,30.3,29.9,0,17.9,80.2,17.4,2,16.6,81.3,11.4,2,13.3,30.3,29.9,0,18.6,77.3,24.1,2
2016-03-29,3.2,50.3,42.5,2,13.3,33.0,28.1,0,18.7,81.2,16.9,2,17.2,81.2,13.1,2,13.3,33.0,28.1,0,19.1,70.3,20.5,0
2016-03-30,4.5,56.6,27.5,5,14.1,27.7,26.3,2,19.7,84.7,12.7,2,18.4,82.9,160.5,2,14.1,27.7,26.3,2,19.2,76.6,24.1,0
2016-03-31,8.4,47.0,32.4,0,15.1,22.3,29.5,2,21.3,79.4,12.5,2,20.4,80.5,12.9,2,15.1,22.3,29.5,2,19.2,74.7,24.1,2
2016-04-01,11.5,39.9,17.1,0,13.5,27.2,31.7,0,23.0,76.3,21.5,2,21.6,79.1,162.8,2,13.5,27.2,31.7,0,20.2,64.8,22.3,0
2016-04-02,12.9,36.2,19.7,0,14.1,23.0,29.2,2,24.3,74.0,19.0,5,22.4,77.0,25.2,5,14.1,23.0,29.2,2,19.2,77.8,25.9,2
2016-04-03,13.4,33.1,21.8,0,14.0,27.7,29.2,5,24.0,82.8,15.0,5,22.6,84.3,21.9,5,14.0,27.7,29.2,5,18.9,77.9,25.9,2
2016-04-04,13.7,30.4,18.5,0,15.4,30.4,25.9,2,23.3,85.4,18.4,5,23.0,83.2,18.4,5,15.4,30.4,25.9,2,18.4,79.8,24.1,2
2016-04-05,14.8,21.7,25.9,0,14.6,39.8,30.6,5,22.6,91.0,9.1,5,20.5,97.5,11.0,4,14.6,39.8,30.6,5,18.5,76.6,24.1,2
2016-04-06,15.5,24.4,24.9,0,13.3,45.4,31.0,0,20.3,91.2,9.6,2,20.9,90.1,20.1,5,13.3,45.4,31.0,0,18.7,79.7,25.9,2
2016-04-07,16.2,25.0,25.4,0,13.0,35.8,31.7,0,21.3,85.3,12.5,2,20.8,86.2,16.5,2,13.0,35.8,31.7,0,18.1,80.1,27.7,2
2016-04-08,12.8,48.2,31.0,5,13.1,24.7,29.2,2,21.6,85.1,14.3,2,20.7,84.2,19.1,2,13.1,24.7,29.2,2,17.6,78.7,31.7,2
2016-04-09,10.0,81.6,21.3,5,13.1,23.0,28.1,2,20.7,86.8,13.2,5,20.4,85.3,16.1,5,13.1,23.0,28.1,2,17.0,73.9,27.7,2
2016-04-10,10.8,65.2,16.5,5,13.0,23.0,27.0,5,18.4,88.4,18.7,4,17.6,90.0,14.6,4,13.0,23.0,27.0,5,16.7,71.7,20.5,2
2016-04-11,11.9,62.7,17.6,2,12.1,25.8,29.5,2,16.7,87.1,15.0,4,15.8,87.9,16.3,4,12.1,25.8,29.5,2,18.6,66.3,18.4,2
2016-04-12,13.0,55.8,22.3,0,10.6,32.3,37.4,0,16.0,89.0,11.2,4,16.0,85.6,12.7,4,10.6,32.3,37.4,0,18.5,64.4,22.3,0
2016-04-13,13.9,50.5,23.2,2,10.8,36.2,26.6,0,17.9,87.3,16.6,2,17.4,84.4,16.6,2,10.8,36.2,26.6,0,17.3,76.2,25.9,0
2016-04-14,12.8,22.6,42.4,0,12.6,24.3,27.4,0,19.2,76.9,16.8,2,18.9,75.5,20.1,2,12.6,24.3,27.4,0,17.0,80.3,20.5,2
2016-04-15,7.9,33.0,51.5,0,13.0,21.2,27.7,0,20.7,82.0,15.3,2,19.9,80.9,18.2,2,13.0,21.2,27.7,0,17.7,77.5,16.6,2
2016-04-16,11.4,26.5,34.0,0,13.1,23.5,26.6,2,20.9,75.5,16.9,2,20.1,74.1,18.1,2,13.1,23.5,26.6,2,17.9,73.1,20.5,2
2016-04-17,13.7,23.0,25.9,0,13.0,25.5,27.7,1,23.4,82.8,12.2,2,21.6,83.0,11.2,2,13.0,25.5,27.7,1,18.4,72.7,18.4,2
2016-04-18,15.0,24.0,25.1,0,12.0,31.8,32.8,2,19.1,89.2,11.2,5,19.1,88.8,18.0,5,12.0,31.8,32.8,2,17.9,78.2,25.9,2
2016-04-19,15.2,22.2,18.5,0,10.3,60.5,27.7,5,15.0,93.6,17.9,4,15.3,89.4,14.9,1,10.3,60.5,27.7,5,17.1,79.0,31.7,1
2016-04-20,16.1,23.5,21.7,0,8.9,55.8,31.3,0,16.1,83.4,15.0,5,15.6,80.4,16.2,2,8.9,55.8,31.3,0,17.1,78.5,25.9,2
2016-04-21,16.3,21.7,36.6,0,10.3,20.9,23.4,0,17.8,74.6,14.3,0,16.1,71.8,12.8,2,10.3,20.9,23.4,0,16.5,80.9,20.5,2
2016-04-22,14.3,28.4,48.4,5,10.8,16.7,32.0,0,17.0,83.3,11.2,2,17.1,77.6,12.7,2,10.8,16.7,32.0,0,17.1,73.8,22.3,2
2016-04-23,10.0,37.4,40.6,0,9.7,17.9,32.4,2,18.7,75.6,11.7,2,18.0,74.9,16.3,2,9.7,17.9,32.4,2,16.5,76.6,24.1,2
2016-04-24,9.5,42.5,30.7,5,8.1,27.2,29.5,2,18.1,84.1,12.7,2,16.9,83.2,14.4,2,8.1,27.2,29.5,2,17.2,73.2,22.3,2
2016-04-25,7.3,49.6,62.0,5,8.4,34.6,38.9,5,12.5,84.7,31.2,5,11.0,90.5,18.5,5,8.4,34.6,38.9,5,16.7,78.6,31.7,5
2016-04-26,11.0,36.9,29.4,2,7.7,38.2,22.7,5,9.3,71.3,20.8,5,8.6,73.9,16.5,5,7.7,38.2,22.7,5,15.6,74.6,22.3,5
2016-04-27,10.8,46.3,34.0,5,8.4,33.1,23.4,2,9.3,73.4,11.2,2,8.8,71.7,16.3,2,8.4,33.1,23.4,2,15.4,73.8,20.5,2
2016-04-28,9.7,51.2,50.5,2,11.1,27.2,29.5,2,9.5,74.5,13.2,2,8.1,79.8,12.9,2,11.1,27.2,29.5,2,15.5,75.4,20.5,2
2016-04-29,11.4,46.2,31.1,5,11.3,28.1,29.2,2,11.2,71.9,14.3,2,9.7,74.5,12.8,2,11.3,28.1,29.2,2,16.5,73.4,22.3,2
2016-04-30,11.2,47.5,40.7,1,12.8,26.8,29.9,0,11.5,74.7,16.1,2,10.2,78.2,14.7,1,12.8,26.8,29.9,0,16.5,77.4,22.3,2
2016-05-01,11.9,45.3,27.2,2,11.0,30.4,29.9,2,10.1,80.9,18.7,2,9.7,82.9,11.3,2,11.0,30.4,29.9,2,17.9,70.0,24.1,2
2016-05-02,12.7,45.2,27.7,2,11.1,24.5,25.6,2,13.8,77.2,10.4,1,11.7,82.5,10.8,2,11.1,24.5,25.6,2,16.8,75.3,20.5,0
2016-05-03,15.1,36.4,23.7,0,11.9,21.9,22.3,2,14.4,79.6,10.2,2,13.0,80.1,14.6,1,11.9,21.9,22.3,2,17.6,80.4,20.5,2
2016-05-04,17.2,27.3,41.6,0,11.8,21.3,25.2,2,13.2,77.5,13.2,2,12.8,76.9,16.2,2,11.8,21.3,25.2,2,17.4,74.2,18.4,2
2016-05-05,16.0,27.2,41.6,2,9.2,29.8,31.3,2,15.0,79.5,9.6,2,14.0,79.9,12.2,2,9.2,29.8,31.3,2,17.5,71.0,20.5,2
2016-05-06,10.3,61.6,33.4,5,9.7,33.0,28.4,2,15.3,83.2,11.2,2,14.7,80.4,12.7,1,9.7,33.0,28.4,2,17.5,75.9,24.1,2
2016-05-07,10.1,66.9,23.7,5,7.9,47.2,34.9,2,14.7,87.2,13.2,1,13.9,84.0,16.2,2,7.9,47.2,34.9,2,16.9,76.2,14.8,2
2016-05-08,12.1,68.2,21.2,5,7.1,36.5,30.6,2,15.1,85.9,5.7,1,13.8,83.8,9.0,1,7.1,36.5,30.6,2,16.6,79.1,18.4,2
2016-05-09,16.0,52.7,27.3,0,6.9,37.5,39.6,2,15.2,85.0,8.6,1,13.7,84.6,12.6,2,6.9,37.5,39.6,2,17.0,77.3,18.4,2
2016-05-10,16.5,27.2,35.3,0,6.0,43.4,23.8,2,15.9,85.4,10.7,4,14.8,83.2,14.6,4,6.0,43.4,23.8,2,16.5,79.3,16.6,2
2016-05-11,15.5,23.0,21.1,0,6.9,55.9,34.6,2,15.1,92.2,11.7,5,14.1,89.6,14.5,4,6.9,55.9,34.6,2,17.9,74.4,22.3,2
2016-05-12,18.5,22.4,19.3,0,8.7,36.9,23.0,0,15.6,91.0,10.7,5,14.4,90.4,11.0,4,8.7,36.9,23.0,0,17.1,86.5,20.5,2
2016-05-13,19.8,19.6,35.4,0,9.6,24.0,28.4,0,16.0,88.0,14.8,5,14.9,88.4,16.4,4,9.6,24.0,28.4,0,17.3,80.8,18.4,2
2016-05-14,18.6,23.0,33.0,0,8.3,25.9,38.9,2,15.7,88.1,10.1,2,15.4,84.2,12.5,2,8.3,25.9,38.9,2,17.4,73.8,25.9,2
2016-05-15,17.2,24.6,37.1,0,9.1,26.1,27.4,2,16.8,74.4,18.7,2,15.3,78.3,20.4,2,9.1,26.1,27.4,2,16.1,80.4,25.9,2
2016-05-16,15.7,33.6,33.0,2,9.7,23.4,31.7,2,12.1,82.0,11.2,2,10.8,86.1,24.5,2,9.7,23.4,31.7,2,16.3,74.5,20.5,2
2016-05-17,15.7,38.1,34.0,2,8.2,25.9,36.4,0,11.6,85.1,20.2,1,10.9,83.0,18.4,4,8.2,25.9,36.4,0,16.1,70.1,25.9,2
2016-05-18,19.3,30.9,20.1,5,7.1,29.1,28.8,2,11.4,89.3,8.3,4,10.3,85.3,14.3,4,7.1,29.1,28.8,2,15.8,70.9,22.3,2
2016-05-19,19.1,28.4,31.6,3,6.5,31.4,34.9,2,11.2,83.2,16.9,1,9.8,86.6,12.8,1,6.5,31.4,34.9,2,15.8,69.2,20.5,2
2016-05-20,15.9,18.3,42.2,2,6.9,31.7,34.9,2,10.7,80.2,9.7,2,9.9,80.9,12.2,2,6.9,31.7,34.9,2,15.2,76.3,22.3,2
2016-05-21,11.0,25.5,34.9,2,8.2,25.5,36.0,2,10.9,82.9,9.4,2,9.7,81.7,14.4,2,8.2,25.5,36.0,2,15.5,80.0,25.9,2
2016-05-22,12.3,36.2,35.3,5,9.4,18.3,20.2,2,10.6,77.4,15.5,2,9.5,76.1,22.3,2,9.4,18.3,20.2,2,15.0,81.8,16.6,2
2016-05-23,13.6,29.4,33.4,5,10.3,15.2,25.6,2,9.8,78.4,16.3,2,9.0,78.9,18.1,2,10.3,15.2,25.6,2,15.1,76.8,18.4,2
2016-05-24,12.3,50.6,51.8,5,9.9,16.3,25.2,2,11.6,65.9,21.3,2,10.1,68.9,15.0,2,9.9,16.3,25.2,2,15.5,71.8,24.1,2
2016-05-25,12.0,58.4,28.2,5,9.4,20.5,26.3,2,13.3,72.8,15.1,2,12.1,73.1,14.4,2,9.4,20.5,26.3,2,15.7,70.6,24.1,2
2016-05-26,14.8,45.8,25.9,2,8.0,27.1,23.0,2,14.5,72.9,19.2,2,12.5,79.1,11.5,2,8.0,27.1,23.0,2,15.6,72.3,25.9,2
2016-05-27,17.3,32.3,28.3,0,6.4,35.7,22.3,2,10.8,91.6,15.0,4,9.9,89.0,16.4,4,6.4,35.7,22.3,2,15.7,73.6,24.1,2
2016-05-28,18.0,34.9,28.9,5,7.2,37.1,23.4,0,10.2,87.4,16.6,1,9.6,84.3,16.6,1,7.2,37.1,23.4,0,15.5,73.3,27.7,2
2016-05-29,19.5,33.3,21.7,0,6.2,43.6,33.1,2,10.5,85.4,10.4,1,8.9,86.4,9.4,1,6.2,43.6,33.1,2,14.8,75.8,29.5,2
2016-05-30,22.0,24.8,28.3,0,5.9,58.7,37.4,2,11.9,77.5,13.5,2,10.6,77.2,16.9,2,5.9,58.7,37.4,2,14.8,79.4,22.3,2
2016-05-31,22.7,19.9,19.9,0,4.9,61.3,32.8,2,11.0,81.0,8.3,2,8.9,81.0,12.8,2,4.9,61.3,32.8,2,14.9,80.1,24.1,1
2016-06-01,23.7,17.7,21.1,3,4.8,48.3,27.0,2,10.1,84.2,8.8,2,9.1,86.1,12.7,2,4.8,48.3,27.0,2,14.2,80.4,29.5,2
2016-06-02,25.4,17.4,20.0,0,5.6,29.1,33.1,2,11.6,87.9,8.6,4,10.7,82.4,16.1,5,5.6,29.1,33.1,2,15.6,80.2,16.6,2
2016-06-03,25.3,13.9,20.1,3,4.4,37.2,36.0,2,11.7,89.0,13.0,4,11.0,84.6,14.4,4,4.4,37.2,36.0,2,16.2,70.4,37.1,2
2016-06-04,26.0,13.0,33.6,0,4.1,42.3,33.8,2,12.4,80.5,16.6,1,10.6,83.6,17.8,2,4.1,42.3,33.8,2,15.0,79.7,22.3,2
2016-06-05,25.4,15.6,30.9,0,4.5,40.9,43.2,2,9.9,88.7,8.4,4,8.9,87.8,11.1,4,4.5,40.9,43.2,2,15.2,81.4,27.7,2
2016-06-06,26.3,19.7,25.5,0,3.2,51.6,41.8,2,8.4,87.3,13.5,5,7.7,86.4,9.5,5,3.2,51.6,41.8,2,14.4,79.3,27.7,2
2016-06-07,27.5,22.0,23.5,0,4.2,42.0,37.8,2,8.3,77.3,14.0,3,7.2,74.2,12.8,0,4.2,42.0,37.8,2,13.8,76.9,22.3,2
2016-06-08,27.9,18.6,29.3,0,5.4,30.6,29.5,2,9.4,77.2,12.5,2,7.7,77.7,12.9,2,5.4,30.6,29.5,2,13.4,73.8,20.5,2
2016-06-09,26.7,12.4,33.7,0,7.3,20.5,32.4,2,9.0,82.5,11.9,2,7.3,83.2,7.6,2,7.3,20.5,32.4,2,12.8,75.0,20.5,2
2016-06-10,24.0,13.8,39.9,3,9.4,18.6,23.8,2,11.1,78.4,8.8,1,8.7,85.1,11.0,2,9.4,18.6,23.8,2,13.4,78.6,16.6,2
2016-06-11,18.9,36.3,29.5,5,9.7,27.3,25.2,0,8.9,82.8,9.9,1,7.6,88.3,12.8,1,9.7,27.3,25.2,0,14.7,79.2,16.6,2
2016-06-12,15.4,62.2,27.3,5,9.4,32.0,20.2,2,8.6,85.1,9.4,1,7.2,84.2,9.4,1,9.4,32.0,20.2,2,17.1,69.2,25.9,2
2016-06-13,18.9,42.4,21.9,0,8.7,47.2,27.0,2,9.8,79.3,9.4,2,9.0,78.9,11.0,2,8.7,47.2,27.0,2,16.0,68.8,16.6,0
2016-06-14,21.1,27.3,29.6,0,8.3,44.3,26.3,0,10.2,77.6,10.3,0,9.3,78.7,16.3,2,8.3,44.3,26.3,0,14.4,80.0,20.5,2
2016-06-15,20.0,23.3,43.5,3,8.8,30.0,19.4,0,11.5,75.2,14.3,2,8.7,84.5,11.2,2,8.8,30.0,19.4,0,14.0,81.7,22.3,1
2016-06-16,18.4,23.6,28.2,0,7.9,20.5,15.5,2,12.1,75.9,9.4,2,10.8,78.7,12.5,1,7.9,20.5,15.5,2,14.3,75.1,18.4,1
2016-06-17,20.5,19.8,35.3,0,7.3,20.0,30.6,2,10.8,84.0,14.8,1,9.6,85.4,14.8,1,7.3,20.0,30.6,2,15.4,70.2,16.6,2
2016-06-18,23.0,17.5,26.8,0,5.5,21.4,24.1,0,10.2,81.5,9.1,2,9.4,82.0,9.3,2,5.5,21.4,24.1,0,14.5,71.1,18.4,2
2016-06-19,24.1,17.6,28.3,3,4.7,19.0,30.6,0,10.6,80.2,8.1,1,9.7,81.5,11.0,1,4.7,19.0,30.6,0,13.6,73.3,18.4,2
2016-06-20,28.2,16.3,26.1,3,4.2,21.8,25.6,0,10.4,72.8,10.9,2,9.8,68.5,11.0,1,4.2,21.8,25.6,0,13.6,75.4,24.1,2
2016-06-21,29.2,17.5,20.9,0,5.2,23.2,23.8,0,8.0,73.0,13.2,2,6.6,74.6,11.0,2,5.2,23.2,23.8,0,13.5,73.5,20.5,2
2016-06-22,29.2,12.8,30.6,0,7.4,15.7,21.2,2,8.2,64.2,11.9,0,7.6,65.4,16.3,0,7.4,15.7,21.2,2,13.3,72.9,18.4,2
2016-06-23,27.6,9.7,31.7,0,8.7,14.6,20.5,2,9.8,72.1,14.0,0,8.4,73.6,14.6,0,8.7,14.6,20.5,2,13.9,72.2,13.0,1
2016-06-24,26.6,10.8,25.5,0,4.3,30.7,31.7,2,11.1,74.5,13.5,5,9.2,79.3,9.4,5,4.3,30.7,31.7,2,15.1,62.6,25.9,4
2016-06-25,26.0,11.3,21.9,0,-0.6,83.5,41.8,7,8.8,86.3,26.0,9,7.7,95.4,23.0,9,-0.6,83.5,41.8,7,14.6,79.4,20.5,5
2016-06-26,27.3,11.6,23.0,0,1.4,52.1,28.1,0,9.1,78.7,16.6,5,7.8,81.7,16.6,5,1.4,52.1,28.1,0,13.4,78.8,24.1,2
2016-06-27,28.8,13.4,22.2,0,4.7,18.4,22.7,2,8.2,84.2,10.7,1,6.9,87.0,11.0,1,4.7,18.4,22.7,2,13.5,83.2,22.3,2
2016-06-28,28.8,16.9,35.2,0,6.5,24.7,18.7,2,7.9,82.0,11.2,2,7.0,81.0,18.0,2,6.5,24.7,18.7,2,14.0,78.9,18.4,2
2016-06-29,27.5,27.9,30.9,2,7.8,43.8,20.2,0,8.9,81.8,9.6,2,8.0,82.0,12.9,2,7.8,43.8,20.2,0,13.8,83.7,25.9,2
2016-06-30,25.3,37.7,43.4,5,8.9,31.7,20.9,2,10.6,75.3,11.7,0,9.9,75.0,17.9,0,8.9,31.7,20.9,2,14.1,80.3,13.0,1
2016-07-01,23.8,43.3,43.9,3,8.8,19.9,22.3,2,13.3,82.6,10.3,2,13.5,76.8,16.3,1,8.8,19.9,22.3,2,14.0,76.9,9.4,1
2016-07-02,23.0,44.2,36.6,3,7.6,29.4,34.6,2,14.1,86.2,12.7,2,14.3,78.8,21.9,2,7.6,29.4,34.6,2,14.3,83.3,11.2,1
2016-07-03,24.8,30.5,23.2,0,7.0,48.2,39.2,2,12.5,92.2,9.4,1,12.8,87.9,12.7,4,7.0,48.2,39.2,2,15.2,78.1,20.5,1
2016-07-04,25.9,21.7,27.7,0,2.9,73.1,30.2,2,10.4,87.8,16.1,4,9.5,89.2,14.6,4,2.9,73.1,30.2,2,14.8,78.3,16.6,2
2016-07-05,26.4,16.0,22.4,0,0.7,59.0,34.9,0,10.1,73.7,11.9,2,8.7,77.3,11.1,2,0.7,59.0,34.9,0,13.7,74.0,29.5,0
2016-07-06,26.6,14.1,21.8,0,5.6,13.7,25.6,2,10.2,60.1,13.8,0,7.7,67.6,11.1,0,5.6,13.7,25.6,2,14.0,81.2,18.4,2
2016-07-07,25.7,17.2,31.7,0,7.2,14.0,20.5,1,10.2,61.7,18.4,0,8.4,63.1,18.4,0,7.2,14.0,20.5,1,14.7,71.0,20.5,2
2016-07-08,25.6,20.4,32.0,0,6.1,36.3,14.0,5,10.7,67.7,10.1,2,9.5,68.2,11.1,2,6.1,36.3,14.0,5,15.0,79.0,33.5,5
2016-07-09,25.7,20.4,39.5,0,7.0,43.8,31.3,2,12.2,67.0,24.5,0,11.5,64.0,20.0,0,7.0,43.8,31.3,2,14.5,87.8,20.5,2
2016-07-10,25.3,16.2,35.3,0,6.8,42.7,29.2,2,13.1,71.5,14.8,0,12.2,67.9,22.0,0,6.8,42.7,29.2,2,14.7,86.3,14.8,1
2016-07-11,22.5,14.0,26.1,0,5.3,50.0,29.2,0,14.9,73.3,28.8,0,14.5,68.6,14.5,0,5.3,50.0,29.2,0,14.9,77.0,24.1,2
2016-07-12,24.5,13.5,15.9,0,5.9,33.6,28.4,2,13.5,83.5,18.4,2,13.3,77.6,21.8,2,5.9,33.6,28.4,2,13.9,77.5,22.3,2
2016-07-13,26.4,11.5,19.8,0,4.5,30.6,34.9,0,14.3,79.0,9.4,2,14.2,72.9,12.8,2,4.5,30.6,34.9,0,13.9,72.4,18.4,2
2016-07-14,27.2,12.6,19.7,0,4.6,26.0,34.2,0,13.8,69.7,20.5,0,13.8,63.4,21.8,0,4.6,26.0,34.2,0,14.2,73.3,20.5,2
