name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-25,000,000",,,,,"0","7,000,000","113,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,000,000","5,000,000","4,000,000","-1,000,000",,,,"-21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-3,817,000,000","-1,153,000,000","-1,323,000,000","-583,000,000","-758,000,000","-387,000,000","-439,000,000","-495,000,000","-626,000,000","-735,000,000","-1,010,000,000","-598,000,000","-450,000,000","-663,000,000","-315,000,000","-310,000,000","-296,000,000","416,000,000","-467,000,000","-1,174,000,000","-768,000,000","-340,000,000","-239,000,000","-543,000,000","-778,000,000","-548,000,000","-727,000,000","-569,000,000","-350,000,000","-720,000,000","-292,000,000","27,000,000","-65,000,000","-326,000,000","-507,000,000","-561,000,000","20,000,000","-726,000,000","-347,000,000","-324,000,000","373,000,000","-725,000,000","-3,172,000,000","-977,000,000","-156,000,000","-601,000,000","-693,000,000","-392,000,000","-360,000,000","-595,000,000","-873,000,000","-660,000,000","-461,000,000","77,000,000","-1,133,000,000","-803,000,000","-525,000,000","-1,110,000,000","-635,000,000","-188,000,000","-470,000,000","-677,000,000","-287,000,000","80,000,000","-424,000,000","-271,000,000","-176,000,000","-363,000,000","-168,000,000","-166,000,000","-464,000,000","-195,000,000","289,000,000","-616,000,000","43,000,000","-304,000,000","-317,000,000","195,000,000","-298,000,000","-135,000,000","-567,000,000","-621,000,000","-644,000,000","-967,000,000","-772,000,000","-931,000,000","-2,293,000,000","-637,000,000","-1,949,000,000","-859,000,000","-4,651,000,000","-372,000,000","-1,195,000,000","-170,000,000","-482,000,000","-29,000,000","-1,431,000,000","100,000,000","-1,672,000,000","-183,000,000","-1,706,000,000","-238,000,000","-230,000,000","-289,000,000","-550,000,000","-66,000,000","-148,400,000","-96,700,000","-42,500,000","-55,400,000","-100,700,000","-500,000","-1,300,000","-17,400,000"
	CashFlowFromContinuingInvestingActivities,"-3,817,000,000","-1,153,000,000","-1,323,000,000","-583,000,000","-758,000,000","-387,000,000","-439,000,000","-495,000,000","-626,000,000","-735,000,000","-1,010,000,000","-598,000,000","-450,000,000","-663,000,000","-315,000,000","-310,000,000","-296,000,000","416,000,000","-467,000,000","-1,174,000,000","-768,000,000","-340,000,000","-239,000,000","-543,000,000","-778,000,000","-548,000,000","-727,000,000","-569,000,000","-350,000,000","-720,000,000","-292,000,000","27,000,000","-65,000,000","-326,000,000","-507,000,000","-561,000,000","20,000,000","-726,000,000","-347,000,000","-324,000,000","373,000,000","-725,000,000","-3,172,000,000","-977,000,000","-156,000,000","-601,000,000","-693,000,000","-392,000,000","-360,000,000","-595,000,000","-873,000,000","-660,000,000","-461,000,000","77,000,000","-1,133,000,000","-803,000,000","-525,000,000","-1,110,000,000","-635,000,000","-188,000,000","-470,000,000","-677,000,000","-287,000,000","80,000,000","-424,000,000","-271,000,000","-176,000,000","-363,000,000","-168,000,000","-166,000,000","-464,000,000","-195,000,000","289,000,000","-616,000,000","43,000,000","-304,000,000","-317,000,000","195,000,000","-298,000,000","-135,000,000","-567,000,000","-621,000,000","-644,000,000","-967,000,000","-772,000,000","-931,000,000","-2,293,000,000","-637,000,000","-1,949,000,000","-859,000,000","-4,651,000,000","-372,000,000","-1,195,000,000","-170,000,000","-482,000,000","-29,000,000","-1,431,000,000","100,000,000","-1,672,000,000","-183,000,000","-1,706,000,000","-238,000,000","-230,000,000","-289,000,000","-550,000,000","-66,000,000","-148,400,000","-96,700,000","-42,500,000","-55,400,000","-100,700,000","-500,000","-1,300,000","-17,400,000"
		CapitalExpenditureReported,"-2,450,000,000","-766,000,000","-582,000,000","-535,000,000","-567,000,000","-432,000,000","-525,000,000","-413,000,000","-386,000,000","-576,000,000","-777,000,000","-558,000,000","-566,000,000","-504,000,000","-529,000,000","-598,000,000","-499,000,000","-495,000,000","-590,000,000","-464,000,000","-649,000,000","-474,000,000","-575,000,000","-515,000,000","-615,000,000","-640,000,000","-621,000,000","-519,000,000","-549,000,000","-619,000,000","-627,000,000","-481,000,000","-509,000,000","-399,000,000","-658,000,000","-464,000,000","-320,000,000","-546,000,000","-655,000,000","-510,000,000","-492,000,000","-579,000,000","-598,000,000","-813,000,000","-540,000,000","-479,000,000","-782,000,000","-526,000,000","-509,000,000","-493,000,000","-755,000,000","-572,000,000","-619,000,000","-574,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-556,000,000","-680,000,000","-625,000,000",,"-533,000,000","-711,000,000","-474,000,000","-401,000,000","-422,000,000","-495,000,000","-118,000,000","-337,000,000","-255,000,000","-257,000,000","-268,000,000","-295,000,000","-193,000,000","-178,000,000","-163,000,000","736,000,000","-993,000,000","380,000,000","-265,000,000","-284,000,000","-195,000,000","-609,000,000","-653,000,000","-385,000,000","-1,059,000,000","-398,000,000","-767,000,000","-736,000,000","-747,000,000","-308,000,000","-287,000,000","-209,000,000","-343,000,000","431,000,000","-63,000,000","-214,000,000","-114,000,000","268,000,000","-156,000,000","-161,000,000","-144,000,000","-109,000,000","-97,000,000","-182,000,000","-119,000,000","-160,000,000","-45,000,000","18,600,000","-56,200,000","-44,700,000","-75,700,000","-4,300,000","-600,000","-1,500,000","-3,300,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-578,000,000","-752,000,000","-633,000,000",,"-538,000,000","-714,000,000","-476,000,000","-415,000,000","-425,000,000","-388,000,000","-232,000,000","-342,000,000","-270,000,000","-260,000,000","-271,000,000","-294,000,000","-221,000,000","-187,000,000","-190,000,000","-350,000,000","-305,000,000","-308,000,000","-265,000,000","-374,000,000","-451,000,000","-638,000,000","-653,000,000","-906,000,000","-1,102,000,000","-398,000,000","-767,000,000","-795,000,000","-760,000,000","-308,000,000","-287,000,000","-193,000,000","-343,000,000","-235,000,000","-63,000,000","-261,000,000","-114,000,000","14,000,000","-156,000,000","-161,000,000","-144,000,000","-109,000,000","-97,000,000","-182,000,000","-119,000,000","-160,000,000","-45,000,000","18,600,000","-56,200,000","-44,700,000","-75,700,000","-4,300,000","-600,000","-1,500,000","-3,300,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,000,000","72,000,000","8,000,000",,"5,000,000","3,000,000","2,000,000","14,000,000","3,000,000","-107,000,000","114,000,000","5,000,000","15,000,000","3,000,000","3,000,000","-1,000,000","28,000,000","9,000,000","27,000,000",,,,,"90,000,000","256,000,000",,,"521,000,000",,,,"59,000,000",,,,"-16,000,000","0",,,"47,000,000","0",,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"-1,019,000,000","-93,000,000","-667,000,000","-127,000,000","-132,000,000","-64,000,000","40,000,000","-121,000,000","-93,000,000","-125,000,000","-250,000,000","-144,000,000","146,000,000","-90,000,000","180,000,000","-47,000,000","540,000,000","1,136,000,000","-39,000,000","-598,000,000","27,000,000","4,000,000","480,000,000","-49,000,000","36,000,000","109,000,000","42,000,000","95,000,000","1,000,000","-17,000,000","135,000,000","778,000,000","133,000,000","29,000,000","-8,000,000","32,000,000","131,000,000","1,000,000","116,000,000","95,000,000","256,000,000","63,000,000","-2,524,000,000","38,000,000","-19,000,000","-130,000,000","209,000,000","34,000,000","33,000,000","65,000,000","0","0","2,000,000","0","1,328,000,000","-1,091,000,000","142,000,000","-186,000,000","1,137,000,000","-841,000,000","699,000,000","-174,000,000","84,000,000","574,000,000",,,"0","0","0","-85,000,000",,,,,,,,"585,000,000","0",,,,"0","-47,000,000","-305,000,000","-1,013,000,000","-301,000,000","0",,,"-4,274,000,000","-65,000,000","-1,259,000,000","-115,000,000","-267,000,000","0","-1,280,000,000","-76,000,000","-1,388,000,000","0",,,"-17,000,000","-111,000,000","0","-20,000,000",,,,,,,,
			PurchaseOfBusiness,"-1,114,000,000","-93,000,000","-671,000,000","-160,000,000","-190,000,000","-64,000,000","-88,000,000","-118,000,000","-137,000,000","-125,000,000","-202,000,000","-141,000,000","-83,000,000","-90,000,000","-44,000,000","-35,000,000","-88,000,000","-44,000,000","-108,000,000","-604,000,000","-2,000,000","0","6,000,000","-50,000,000","-5,000,000","-6,000,000","0","1,000,000","-1,000,000","-17,000,000","-4,000,000","0",,,"-11,000,000","0",,,"-91,000,000","-5,000,000","-13,000,000","0","-3,404,000,000","-1,000,000","-19,000,000","-138,000,000","-17,000,000","-137,000,000","-66,000,000","-34,000,000","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,"4,000,000","33,000,000","58,000,000",,"128,000,000","-3,000,000",,,"-48,000,000","-3,000,000","229,000,000","0","224,000,000","-12,000,000","628,000,000","1,180,000,000","69,000,000","6,000,000","29,000,000","4,000,000","474,000,000","1,000,000","41,000,000","115,000,000","42,000,000","94,000,000","2,000,000","0","139,000,000","778,000,000","861,000,000","29,000,000","3,000,000","32,000,000","134,000,000","1,000,000","207,000,000","100,000,000","269,000,000","63,000,000","880,000,000","39,000,000","0","8,000,000","226,000,000","171,000,000","99,000,000","99,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-178,000,000","-148,000,000","-56,000,000","95,000,000","-69,000,000","127,000,000","81,000,000","15,000,000","-99,000,000","-23,000,000","-56,000,000","46,000,000","-24,000,000","-70,000,000","96,000,000","315,000,000","-324,000,000","-196,000,000","-39,000,000","215,000,000","-137,000,000","191,000,000","-197,000,000","-6,000,000","61,000,000","-105,000,000","-28,000,000","-112,000,000","168,000,000","22,000,000","-69,000,000","-324,000,000","217,000,000","56,000,000","181,000,000","-193,000,000","87,000,000","-157,000,000","177,000,000","8,000,000","695,000,000","-350,000,000","-408,000,000","-44,000,000","492,000,000","20,000,000","-72,000,000","109,000,000","-24,000,000","-119,000,000","-269,000,000","-76,000,000","159,000,000","283,000,000","-418,000,000","-142,000,000","93,000,000","-92,000,000","-368,000,000","242,000,000","-269,000,000","-144,000,000","-46,000,000","-118,000,000","-16,000,000","-168,000,000","104,000,000","-143,000,000","-239,000,000","430,000,000","7,000,000","32,000,000","37,000,000","-21,000,000","38,000,000","-12,000,000","10,000,000","-23,000,000","-42,000,000","36,000,000","131,000,000","-129,000,000","-16,000,000","-53,000,000","21,000,000","-64,000,000","-1,665,000,000","5,000,000","22,000,000","-2,000,000","-35,000,000","-18,000,000","11,000,000","-7,000,000","60,000,000","-15,000,000","-235,000,000","282,000,000","-100,000,000","-8,000,000","7,000,000","-6,000,000","-1,000,000","16,000,000","14,000,000","8,000,000","-1,800,000","-14,100,000","29,500,000","22,400,000","-74,700,000","-1,000,000","10,100,000","-6,000,000"
			PurchaseOfInvestment,"-734,000,000","-345,000,000","-147,000,000","-114,000,000","-128,000,000","-130,000,000","-107,000,000","-83,000,000","-186,000,000","-277,000,000","-198,000,000","-148,000,000","-204,000,000","-220,000,000","-196,000,000","-277,000,000","-593,000,000","-345,000,000","-637,000,000","-797,000,000","-1,160,000,000","-716,000,000","-1,354,000,000","-991,000,000","-1,098,000,000","-1,708,000,000","-1,196,000,000","-1,335,000,000","-1,216,000,000","-1,054,000,000","-1,237,000,000","-1,461,000,000","-932,000,000","-993,000,000","-805,000,000","-1,257,000,000","-889,000,000","-1,492,000,000","-1,143,000,000","-1,504,000,000","-1,405,000,000","-1,855,000,000","-2,292,000,000","-1,170,000,000","-1,332,000,000","-1,221,000,000","-1,275,000,000","-1,335,000,000","-2,157,000,000","-1,125,000,000","-1,518,000,000","-1,084,000,000","-1,111,000,000","-716,000,000","-1,447,000,000","-1,375,000,000","-1,514,000,000","-1,373,000,000","-1,197,000,000","-667,000,000","-697,000,000","-470,000,000","-896,000,000","-521,000,000","-498,000,000","-444,000,000","-291,000,000","-442,000,000",,,,,,"-21,000,000","-58,000,000","-12,000,000","10,000,000","-23,000,000","-112,000,000","36,000,000","131,000,000","-221,000,000","-686,000,000","-53,000,000","21,000,000","-64,000,000",,,,"-2,000,000","-76,000,000",,,"-7,000,000",,,,,"-177,000,000",,,"-6,000,000",,,,,,,,,,,,"-6,000,000"
			SaleOfInvestment,"556,000,000","197,000,000","91,000,000","209,000,000","59,000,000","257,000,000","188,000,000","98,000,000","87,000,000","254,000,000","142,000,000","194,000,000","180,000,000","150,000,000","292,000,000","592,000,000","269,000,000","149,000,000","598,000,000","1,012,000,000","1,023,000,000","907,000,000","1,157,000,000","985,000,000","1,159,000,000","1,603,000,000","1,168,000,000","1,223,000,000","1,384,000,000","1,076,000,000","1,168,000,000","1,137,000,000","1,149,000,000","1,049,000,000","986,000,000","1,064,000,000","976,000,000","1,335,000,000","1,320,000,000","1,512,000,000","2,100,000,000","1,505,000,000","1,884,000,000","1,126,000,000","1,824,000,000","1,241,000,000","1,203,000,000","1,444,000,000","2,133,000,000","1,006,000,000","1,249,000,000","1,008,000,000","1,270,000,000","999,000,000","1,029,000,000","1,233,000,000","1,607,000,000","1,281,000,000","829,000,000","909,000,000","428,000,000","326,000,000","850,000,000","403,000,000","482,000,000","276,000,000","395,000,000","299,000,000","372,000,000","430,000,000","35,000,000","32,000,000",,,,,,,"70,000,000","0","0","92,000,000",,,,,"56,000,000","5,000,000",,,"41,000,000","4,000,000",,,"62,000,000","-15,000,000","-235,000,000","282,000,000",,,,,"65,000,000","16,000,000","14,000,000","8,000,000","-1,800,000","-14,100,000","29,500,000","22,400,000",,"-1,000,000",,
		NetOtherInvestingChanges,"-170,000,000","-146,000,000","-18,000,000","-16,000,000","10,000,000","-18,000,000","-35,000,000","24,000,000","-48,000,000","-11,000,000","73,000,000","58,000,000","-6,000,000","1,000,000","-62,000,000","20,000,000","-13,000,000","-29,000,000","201,000,000","-327,000,000","-9,000,000","-61,000,000","53,000,000","27,000,000","-260,000,000","88,000,000","-120,000,000","-33,000,000","30,000,000","-106,000,000","269,000,000","54,000,000","94,000,000","-12,000,000","-22,000,000","64,000,000","122,000,000","-24,000,000","15,000,000","83,000,000","-86,000,000","141,000,000","358,000,000","-158,000,000","-89,000,000","-12,000,000","-48,000,000","-9,000,000","140,000,000","-48,000,000","151,000,000","-12,000,000","-3,000,000","368,000,000","-1,064,000,000","986,000,000","-80,000,000","-207,000,000","-697,000,000","944,000,000","-189,000,000","115,000,000","76,000,000","46,000,000","-134,000,000","15,000,000","57,000,000","35,000,000","328,000,000","-243,000,000","-176,000,000","-34,000,000","430,000,000","-432,000,000","-731,000,000","701,000,000","-122,000,000","-102,000,000","28,000,000","59,000,000","-89,000,000","161,000,000","-243,000,000","192,000,000","-90,000,000","913,000,000","409,000,000","105,000,000","-146,000,000","-570,000,000","-133,000,000","54,000,000","-378,000,000","15,000,000","-61,000,000","100,000,000","-184,000,000","50,000,000","-23,000,000","-31,000,000","-538,000,000","-135,000,000","-30,000,000","-75,000,000","-404,000,000","-9,000,000","-44,200,000","-26,400,000","-27,300,000","-2,100,000","-21,700,000","1,100,000","-9,900,000","-8,100,000"
FinancingCashFlow,"622,000,000","818,000,000","276,000,000","-161,000,000","-311,000,000","993,000,000","-735,000,000","-501,000,000","128,000,000","1,030,000,000","47,000,000","-241,000,000","-294,000,000","402,000,000","-480,000,000","-434,000,000","-99,000,000","-630,000,000","-635,000,000","614,000,000","143,000,000","-79,000,000","-489,000,000","-215,000,000","137,000,000","-180,000,000","-58,000,000","97,000,000","-124,000,000","113,000,000","-418,000,000","-594,000,000","-118,000,000","-132,000,000","-501,000,000","164,000,000","-1,254,000,000","455,000,000","-396,000,000","-481,000,000","-899,000,000","37,000,000","1,065,000,000","-273,000,000","1,083,000,000","-463,000,000","-728,000,000","-670,000,000","-823,000,000","1,515,000,000","367,000,000","-88,000,000","418,000,000","-87,000,000","-200,000,000","36,000,000","197,000,000","329,000,000","518,000,000","-363,000,000","-59,000,000","148,000,000","-706,000,000","-244,000,000","-10,000,000","-357,000,000","-277,000,000","-478,000,000","-264,000,000","-176,000,000","-195,000,000","0","-354,000,000","-387,000,000","-279,000,000","-254,000,000","405,000,000","-225,000,000","-171,000,000","33,000,000","-100,000,000","410,000,000","-80,000,000","876,000,000","-105,000,000","935,000,000","1,918,000,000","845,000,000","1,965,000,000","763,000,000","4,764,000,000","499,000,000","998,000,000","108,000,000","199,000,000","106,000,000","1,291,000,000","-93,000,000","1,540,000,000","196,000,000","1,521,000,000","466,000,000","137,000,000","233,000,000","540,000,000","-11,000,000","109,000,000","40,100,000","-8,400,000","-10,700,000","-21,400,000","-10,700,000","-27,500,000","139,800,000"
	CashFlowFromContinuingFinancingActivities,"622,000,000","818,000,000","276,000,000","-161,000,000","-311,000,000","993,000,000","-735,000,000","-501,000,000","128,000,000","1,030,000,000","47,000,000","-241,000,000","-294,000,000","402,000,000","-480,000,000","-434,000,000","-99,000,000","-630,000,000","-635,000,000","614,000,000","143,000,000","-79,000,000","-489,000,000","-215,000,000","137,000,000","-180,000,000","-58,000,000","97,000,000","-124,000,000","113,000,000","-418,000,000","-594,000,000","-118,000,000","-132,000,000","-501,000,000","164,000,000","-1,254,000,000","455,000,000","-396,000,000","-481,000,000","-899,000,000","37,000,000","1,065,000,000","-273,000,000","1,083,000,000","-463,000,000","-728,000,000","-670,000,000","-823,000,000","1,515,000,000","367,000,000","-88,000,000","418,000,000","-87,000,000","-200,000,000","36,000,000","197,000,000","329,000,000","518,000,000","-363,000,000","-59,000,000","148,000,000","-706,000,000","-244,000,000","-10,000,000","-357,000,000","-277,000,000","-478,000,000","-264,000,000","-176,000,000","-195,000,000","0","-354,000,000","-387,000,000","-279,000,000","-254,000,000","405,000,000","-225,000,000","-171,000,000","33,000,000","-100,000,000","410,000,000","-80,000,000","876,000,000","-105,000,000","935,000,000","1,918,000,000","845,000,000","1,965,000,000","763,000,000","4,764,000,000","499,000,000","998,000,000","108,000,000","199,000,000","106,000,000","1,291,000,000","-93,000,000","1,540,000,000","196,000,000","1,521,000,000","466,000,000","137,000,000","233,000,000","540,000,000","-11,000,000","109,000,000","40,100,000","-8,400,000","-10,700,000","-21,400,000","-10,700,000","-27,500,000","139,800,000"
		NetIssuancePaymentsOfDebt,"1,380,000,000","1,371,000,000","139,000,000","29,000,000","-159,000,000","-14,000,000","-847,000,000","-126,000,000","336,000,000","1,175,000,000","257,000,000","-15,000,000","-71,000,000","667,000,000","-217,000,000","-233,000,000","90,000,000","-429,000,000","-334,000,000","753,000,000","455,000,000","74,000,000","-277,000,000","-39,000,000","423,000,000","-71,000,000","112,000,000","361,000,000","137,000,000","8,000,000","-26,000,000","-219,000,000","199,000,000","154,000,000","91,000,000","523,000,000","-706,000,000","497,000,000","-193,000,000","-204,000,000","-143,000,000","50,000,000","1,216,000,000","133,000,000","1,782,000,000","-352,000,000","-365,000,000","-242,000,000","-335,000,000","17,000,000","420,000,000","177,000,000","721,000,000","-78,000,000","-57,000,000","162,000,000","340,000,000","339,000,000","694,000,000","-66,000,000","-168,000,000","186,000,000","-588,000,000","-123,000,000","4,000,000","-333,000,000","-192,000,000","-401,000,000","-246,000,000","-160,000,000","-149,000,000","41,000,000","-286,000,000","-340,000,000","-222,000,000","-217,000,000","125,000,000","-216,000,000","-120,000,000","33,000,000","-35,000,000","372,000,000","6,000,000","915,000,000","-120,000,000","1,049,000,000","1,418,000,000","1,004,000,000","1,189,000,000","795,000,000","4,045,000,000","468,000,000","531,000,000","151,000,000","197,000,000","-179,000,000","1,443,000,000","-80,000,000","1,804,000,000","-149,000,000","1,265,000,000","71,000,000","121,000,000","245,000,000","535,000,000","-11,000,000","98,000,000","42,500,000","-5,500,000","-15,000,000","-22,000,000","-11,600,000","-30,400,000","-8,200,000"
			NetLongTermDebtIssuance,"519,000,000","893,000,000","-23,000,000","-125,000,000","-225,000,000","-14,000,000","-847,000,000","-126,000,000","336,000,000","1,175,000,000","257,000,000","-15,000,000","-71,000,000","667,000,000","-217,000,000","-233,000,000","90,000,000","-429,000,000","-334,000,000","753,000,000","455,000,000","74,000,000","-277,000,000","-39,000,000","423,000,000","-71,000,000","112,000,000","361,000,000","137,000,000","8,000,000","-26,000,000","-219,000,000","199,000,000","154,000,000","91,000,000","523,000,000","-706,000,000","497,000,000","-193,000,000","-204,000,000","-143,000,000","50,000,000","1,216,000,000","133,000,000","1,782,000,000","-352,000,000","1,132,000,000","-1,739,000,000","-335,000,000","17,000,000","420,000,000","177,000,000","721,000,000","-78,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,"3,047,000,000","1,710,000,000","666,000,000","278,000,000","-399,000,000","1,106,000,000","2,572,000,000","3,119,000,000","3,228,000,000","1,600,000,000","2,805,000,000","1,571,000,000","2,108,000,000","1,370,000,000","850,000,000","618,000,000","687,000,000","2,638,000,000","1,186,000,000","2,322,000,000","2,101,000,000","794,000,000","1,246,000,000","999,000,000","2,289,000,000","409,000,000","1,249,000,000","1,657,000,000","2,201,000,000","675,000,000","2,748,000,000","427,000,000","1,996,000,000","1,369,000,000","1,195,000,000","666,000,000","1,660,000,000","1,506,000,000","569,000,000","243,000,000","76,000,000","503,000,000","2,013,000,000","943,000,000","2,610,000,000","139,000,000","1,944,000,000","-1,357,000,000","1,189,000,000","242,000,000","819,000,000","373,000,000","1,075,000,000","244,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-2,528,000,000","-817,000,000","-689,000,000","-403,000,000","174,000,000","-1,120,000,000","-3,419,000,000","-3,245,000,000","-2,892,000,000","-425,000,000","-2,548,000,000","-1,586,000,000","-2,179,000,000","-703,000,000","-1,067,000,000","-851,000,000","-597,000,000","-3,067,000,000","-1,520,000,000","-1,569,000,000","-1,646,000,000","-720,000,000","-1,523,000,000","-1,038,000,000","-1,866,000,000","-480,000,000","-1,137,000,000","-1,296,000,000","-2,064,000,000","-667,000,000","-2,774,000,000","-646,000,000","-1,797,000,000","-1,215,000,000","-1,104,000,000","-143,000,000","-2,366,000,000","-1,009,000,000","-762,000,000","-447,000,000","-219,000,000","-453,000,000","-797,000,000","-810,000,000","-828,000,000","-491,000,000","-812,000,000","-382,000,000","-1,524,000,000","-225,000,000","-399,000,000","-196,000,000","-354,000,000","-322,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,"861,000,000","478,000,000","162,000,000","154,000,000","67,000,000",,,,,,,,,,,,,,,"624,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,"3,203,000,000","1,193,000,000","1,551,000,000","253,000,000","206,000,000",,,,,,,,,,,,,,,"951,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,"-2,342,000,000","-715,000,000","-1,389,000,000","-99,000,000","-139,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-79,000,000","-74,000,000","-101,000,000","-272,000,000","-35,000,000","-168,000,000","-108,000,000",,,"-259,000,000","-45,000,000",,,"0","-70,000,000",,,"-54,000,000","-127,000,000","-35,000,000","-63,000,000","-83,000,000","-18,000,000","-1,000,000","1,570,000,000",,,,,"0",,,"6,000,000","22,000,000","7,000,000","15,000,000","14,000,000","19,000,000","31,000,000","20,000,000","8,000,000","6,000,000","4,000,000","8,000,000","8,000,000","9,000,000","3,000,000","2,000,000","2,000,000","2,000,000","0",,,,,,,"-17,000,000","6,000,000","7,000,000","18,000,000","528,000,000","6,000,000","907,000,000","8,000,000","791,000,000","0","507,000,000","7,000,000","5,000,000","185,000,000","3,000,000","7,000,000","9,000,000","345,000,000","0","149,000,000",,,"0","1,000,000","-2,300,000","-400,000","-2,900,000","600,000","-800,000","200,000","3,300,000","149,800,000"
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,000,000","-3,000,000","-1,000,000","1,570,000,000",,,,,,,,"6,000,000","22,000,000","7,000,000","15,000,000","14,000,000","19,000,000","31,000,000","20,000,000","8,000,000","6,000,000","4,000,000","8,000,000","8,000,000","9,000,000","3,000,000","2,000,000","2,000,000","2,000,000","0",,,,,,,"-17,000,000","6,000,000","7,000,000","18,000,000","528,000,000","6,000,000","907,000,000","8,000,000","791,000,000","0","507,000,000","7,000,000","5,000,000","185,000,000","3,000,000","7,000,000","9,000,000","345,000,000","0","149,000,000",,,"0","1,000,000",,"100,000","400,000","600,000","-800,000","200,000","3,300,000","149,800,000"
			CommonStockPayments,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-79,000,000","-74,000,000","-101,000,000","-272,000,000","-35,000,000","-168,000,000","-108,000,000",,,"-259,000,000","-45,000,000",,,"0","-70,000,000","-231,000,000","0","-54,000,000","-127,000,000","-35,000,000","-63,000,000","-84,000,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,200,000","-500,000",,,,,,
