name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,12/31/1986
		OtherNonCurrentAssets,"614,100,000","43,500,000","667,300,000","693,200,000","712,800,000","49,800,000","684,600,000","655,800,000","675,000,000","67,100,000","609,300,000","564,800,000","578,800,000","79,500,000","416,400,000","448,200,000","472,200,000","89,400,000","418,500,000","457,100,000","475,200,000","90,300,000","457,200,000","430,400,000","451,500,000","95,500,000","333,100,000","334,000,000","281,500,000","83,700,000","338,800,000","309,000,000","282,800,000","80,200,000","250,000,000","275,700,000","275,300,000","119,400,000","265,600,000","222,300,000","215,600,000","198,900,000","248,300,000","245,300,000","234,700,000","223,700,000","244,300,000","222,300,000","213,600,000","211,400,000","204,800,000","194,200,000","171,200,000","160,700,000","215,300,000","191,100,000","171,900,000","165,400,000","161,700,000","153,400,000","150,200,000","147,700,000","143,200,000","139,900,000","138,500,000","137,500,000","162,000,000","170,800,000","171,800,000","175,400,000","183,400,000","190,400,000","198,400,000","212,500,000","213,200,000","225,600,000","210,800,000","193,200,000","170,200,000","178,200,000","170,200,000","158,000,000","222,200,000","219,500,000","208,600,000","305,400,000","379,800,000","471,200,000","367,200,000","381,700,000","346,200,000","485,900,000","350,900,000","358,100,000","360,800,000","269,600,000","258,000,000","297,800,000","412,500,000","340,800,000","340,800,000","338,600,000","533,200,000","573,200,000","328,800,000","321,000,000","353,000,000","669,300,000","427,700,000","437,800,000","232,000,000","197,800,000","152,600,000","171,500,000","134,400,000","149,200,000","158,100,000","138,300,000","90,800,000","138,900,000","87,900,000","125,800,000","88,800,000","86,200,000","88,400,000","86,600,000","116,900,000","113,000,000","123,000,000","111,500,000","96,500,000","90,000,000","142,600,000","134,700,000"
TotalLiabilitiesNetMinorityInterest,"7,822,600,000","7,529,400,000","7,353,200,000","7,808,000,000","7,392,000,000","7,202,200,000","6,803,800,000","7,142,800,000","7,486,500,000","7,311,300,000","7,124,500,000","7,029,600,000","7,154,200,000","6,763,900,000","6,328,600,000","6,692,500,000","7,134,400,000","6,499,200,000","3,921,600,000","3,957,600,000","4,144,900,000","4,146,300,000","4,089,100,000","4,240,300,000","4,387,100,000","4,417,600,000","4,292,400,000","4,866,900,000","3,842,300,000","3,776,500,000","3,466,800,000","3,358,900,000","3,403,300,000","3,663,100,000","3,557,200,000","2,751,100,000","2,964,800,000","2,819,100,000","2,577,800,000","2,521,100,000","2,552,000,000","2,439,400,000","2,011,300,000","2,044,900,000","2,098,800,000","2,130,700,000","2,046,700,000","2,006,500,000","2,046,000,000","2,003,100,000","1,923,800,000","1,927,300,000","2,012,300,000","2,027,500,000","1,722,800,000","1,703,600,000","1,696,500,000","1,610,700,000","1,627,700,000","1,637,000,000","1,648,200,000","1,656,500,000","1,711,100,000","1,684,100,000","1,719,800,000","1,729,200,000","1,670,900,000","1,917,500,000","1,976,600,000","2,051,100,000","2,132,100,000","2,107,500,000","2,215,400,000","2,192,200,000","2,266,600,000","2,426,900,000","2,431,200,000","2,421,200,000","1,902,800,000","2,032,200,000","2,164,900,000","2,213,600,000","3,065,200,000","3,054,100,000","3,060,200,000","2,898,500,000","3,018,400,000","3,118,700,000","3,205,100,000","3,206,000,000","3,388,800,000","3,628,500,000","3,546,900,000","3,363,500,000","3,330,900,000","3,303,600,000","3,390,200,000","3,294,500,000","3,402,800,000","3,928,800,000","3,916,900,000","3,994,600,000","3,885,600,000","3,888,600,000","3,595,800,000","3,490,300,000","3,398,300,000","3,389,100,000","2,974,900,000","2,835,500,000","2,850,000,000","2,865,400,000","2,805,400,000","2,552,800,000","2,515,500,000","2,929,600,000","2,623,500,000","2,551,700,000","2,562,900,000","2,537,100,000","2,614,100,000","2,443,000,000","2,584,600,000","2,686,700,000","2,815,300,000","2,746,600,000","2,923,700,000","2,919,100,000","2,910,200,000","2,863,400,000","2,821,600,000","2,972,400,000","2,938,300,000","3,192,400,000"
	CurrentLiabilities,"3,829,300,000","3,520,300,000","3,427,600,000","3,841,500,000","3,380,100,000","2,829,000,000","2,368,300,000","2,682,900,000","2,456,500,000","2,723,900,000","2,521,500,000","3,230,100,000","3,337,600,000","2,993,400,000","2,271,500,000","2,448,300,000","2,686,000,000","2,209,400,000","1,630,600,000","1,541,900,000","1,488,800,000","1,438,200,000","1,308,800,000","1,354,100,000","1,451,300,000","1,453,300,000","1,455,000,000","1,980,600,000","2,015,600,000","1,910,400,000","1,741,500,000","1,692,900,000","1,726,700,000","1,986,700,000","2,066,500,000","1,268,900,000","987,700,000","1,135,400,000","1,087,300,000","996,400,000","917,200,000","919,900,000","909,500,000","925,300,000","906,300,000","963,400,000","834,500,000","737,200,000","734,500,000","709,200,000","765,200,000","717,200,000","722,700,000","759,100,000","760,800,000","776,900,000","781,200,000","751,400,000","771,300,000","732,300,000","669,100,000","702,500,000","708,400,000","681,000,000","677,900,000","659,300,000","669,200,000","717,400,000","754,900,000","820,100,000","760,200,000","698,300,000","694,700,000","727,500,000","749,700,000","814,800,000","804,400,000","874,600,000","884,700,000","938,100,000","1,048,300,000","1,079,200,000","1,493,600,000","1,529,500,000","1,600,600,000","1,399,900,000","1,453,600,000","1,521,200,000","1,604,900,000","1,576,000,000","1,392,400,000","1,661,800,000","1,584,800,000","1,411,900,000","1,435,700,000","1,358,400,000","1,403,800,000","1,464,500,000","1,466,400,000","1,948,100,000","1,934,900,000","2,021,400,000","2,091,300,000","2,226,900,000","1,924,600,000","1,792,700,000","1,683,600,000","1,733,100,000","1,314,100,000","1,268,900,000","1,380,200,000","1,386,000,000","1,291,100,000","1,156,000,000","1,084,600,000","1,394,400,000","1,122,200,000","1,124,100,000","1,151,800,000","1,127,400,000","1,181,900,000","1,193,000,000","1,169,000,000","1,165,400,000","1,235,600,000","1,254,700,000","1,228,300,000","1,185,800,000","1,226,500,000","1,194,400,000","1,122,200,000","1,088,700,000","1,163,500,000","1,138,900,000"
		PayablesAndAccruedExpenses,"2,483,500,000","2,021,100,000","2,503,100,000","2,478,700,000","2,222,900,000","1,699,800,000","2,067,400,000","2,057,100,000","1,924,200,000","1,617,500,000","1,869,700,000","1,989,300,000","1,975,900,000","1,725,100,000","2,049,300,000","2,166,300,000","2,092,700,000","1,431,200,000","1,198,200,000","1,131,900,000","1,029,400,000","905,700,000","1,146,200,000","1,186,600,000","1,198,900,000","929,100,000","1,257,400,000","1,643,300,000","930,300,000","926,200,000","1,091,100,000","1,079,500,000","968,400,000","955,700,000","1,017,000,000","919,800,000","898,600,000","844,900,000","926,100,000","889,500,000","840,000,000","784,300,000","751,600,000","741,100,000","709,700,000","804,400,000","621,900,000","661,900,000","587,900,000","603,800,000","649,300,000","616,700,000","648,600,000","708,100,000","691,300,000","674,700,000","606,500,000","588,000,000","592,300,000","559,500,000","546,100,000","537,400,000","558,600,000","523,500,000","492,800,000","532,000,000","504,800,000","532,700,000","541,800,000","609,800,000","544,100,000","527,400,000","572,400,000","617,500,000","615,900,000","576,400,000","545,900,000","601,100,000","501,500,000","519,800,000","285,400,000","700,800,000","607,900,000","602,300,000","638,600,000","657,300,000","524,700,000","577,700,000","603,400,000","665,500,000","623,800,000","639,800,000","670,000,000","685,800,000","668,800,000","645,300,000","643,000,000","663,500,000","569,500,000","945,700,000","898,600,000","886,000,000","810,400,000","798,300,000","779,000,000","848,500,000","734,800,000","703,900,000","676,700,000","676,900,000","658,100,000","627,200,000","599,500,000","501,200,000","457,000,000","770,300,000","477,500,000","513,900,000","503,600,000","501,100,000","548,000,000","600,400,000","569,200,000","590,100,000","632,500,000","677,300,000","647,300,000","639,200,000","655,900,000","623,800,000","544,600,000",,,
			Payables,"1,151,400,000","1,267,200,000","1,209,600,000","1,253,400,000","1,166,500,000","1,091,200,000","853,100,000","935,400,000","904,900,000","1,019,300,000","745,300,000","864,900,000","978,000,000","1,007,500,000","914,400,000","1,057,300,000","1,069,200,000","835,700,000","478,400,000","458,100,000","410,000,000","389,800,000","396,900,000","471,600,000","545,000,000","445,600,000","550,800,000","945,800,000","336,100,000","475,800,000","463,000,000","430,600,000","401,600,000","528,500,000","424,300,000","364,000,000","394,700,000","494,800,000","453,100,000","456,200,000","444,200,000","473,800,000","379,300,000","350,300,000","362,600,000","404,700,000","328,600,000","328,200,000","280,300,000","294,100,000","266,500,000","277,500,000","330,600,000","396,900,000","364,500,000","370,000,000","333,500,000","327,400,000","296,500,000","289,100,000","284,900,000","301,400,000","272,900,000","254,300,000","270,600,000","301,000,000","230,500,000","254,100,000","279,800,000","342,900,000","239,300,000","238,600,000","256,700,000","299,500,000","229,600,000","239,400,000","231,600,000","286,500,000","212,300,000","219,100,000","285,400,000","327,700,000","563,000,000","589,300,000","602,600,000","657,300,000","524,700,000","577,700,000","603,400,000","665,500,000","623,800,000","639,800,000","670,000,000","685,800,000","668,800,000","645,300,000","643,000,000","663,500,000","569,500,000","945,700,000","898,600,000","886,000,000","810,400,000","798,300,000","779,000,000","848,500,000","734,800,000","703,900,000","676,700,000","676,900,000","658,100,000","627,200,000","599,500,000","501,200,000","457,000,000","770,300,000","477,500,000","513,900,000","503,600,000","501,100,000","548,000,000","600,400,000","569,200,000","590,100,000","632,500,000","677,300,000","647,300,000","639,200,000","655,900,000","623,800,000","544,600,000",,,
				AccountsPayable,"1,057,400,000","1,135,000,000","1,101,400,000","1,158,000,000","1,074,400,000","946,700,000","757,200,000","842,200,000","838,400,000","900,100,000","667,000,000","785,700,000","884,500,000","867,500,000","784,200,000","947,200,000","914,100,000","714,200,000","437,700,000","433,500,000","390,900,000","355,400,000","371,600,000","440,400,000","516,400,000","403,600,000","484,200,000","578,400,000","316,500,000","433,500,000","440,000,000","393,300,000","380,200,000","475,200,000","388,900,000","344,800,000","361,900,000","443,200,000","384,500,000","366,400,000","376,100,000","458,300,000","345,600,000","320,900,000","351,200,000","389,300,000","322,900,000","288,800,000","272,900,000","290,500,000","262,500,000","266,200,000","305,400,000","372,300,000","364,500,000","370,000,000","333,500,000","327,400,000","296,500,000","289,100,000","284,900,000","301,400,000","272,900,000","254,300,000","270,600,000","301,000,000","230,500,000","254,100,000","279,800,000","342,900,000","239,300,000","238,600,000","256,700,000","299,500,000","229,600,000","239,400,000","231,600,000","286,500,000","212,300,000","219,100,000","285,400,000","327,700,000","563,000,000","589,300,000","602,600,000","657,300,000","524,700,000","577,700,000","603,400,000","665,500,000","623,800,000","639,800,000","670,000,000","685,800,000","668,800,000","645,300,000","643,000,000","663,500,000","569,500,000","945,700,000","898,600,000","886,000,000","810,400,000","798,300,000","779,000,000","848,500,000","734,800,000","703,900,000","676,700,000","676,900,000","658,100,000","627,200,000","599,500,000","501,200,000","457,000,000","770,300,000","477,500,000","513,900,000","503,600,000","501,100,000","548,000,000","600,400,000","569,200,000","590,100,000","632,500,000","677,300,000","647,300,000","639,200,000","655,900,000","623,800,000","544,600,000",,,
				TotalTaxPayable,"94,000,000","65,400,000","108,200,000","95,400,000","92,100,000","82,200,000","95,900,000","93,200,000","66,500,000","62,200,000","78,300,000","79,200,000","93,500,000","86,800,000","130,200,000","110,100,000","155,100,000","99,200,000","40,700,000","24,600,000","19,100,000","12,300,000","25,300,000","31,200,000","28,600,000","19,900,000","66,600,000","367,400,000","19,600,000","22,200,000","23,000,000","37,300,000","21,400,000","35,300,000","35,400,000","19,200,000","32,800,000","32,900,000","68,600,000","60,700,000","41,300,000","15,500,000","33,700,000","16,500,000","11,400,000","15,400,000","5,700,000","8,700,000","7,400,000","3,600,000","4,000,000","11,300,000","25,200,000","24,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"94,000,000","65,400,000","108,200,000","95,400,000","92,100,000","82,200,000","95,900,000","93,200,000","66,500,000","62,200,000","78,300,000","79,200,000","93,500,000","86,800,000","130,200,000","110,100,000","155,100,000","99,200,000","40,700,000","24,600,000","19,100,000","12,300,000","25,300,000","31,200,000","28,600,000","19,900,000","66,600,000","367,400,000","19,600,000","22,200,000","23,000,000","37,300,000","21,400,000","35,300,000","35,400,000","19,200,000","32,800,000","32,900,000","68,600,000","60,700,000","41,300,000","15,500,000","33,700,000","16,500,000","11,400,000","15,400,000","5,700,000","8,700,000","7,400,000","3,600,000","4,000,000","11,300,000","25,200,000","24,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,"66,800,000",,,,"62,300,000",,,,"57,000,000",,,,"53,200,000",,,,"22,300,000",,,,"22,100,000",,,,"22,100,000",,,,"20,100,000",,,,"18,000,000",,,,"18,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,100,000","26,800,000",,,"12,900,000",,,,"30,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"1,332,100,000","753,900,000","1,293,500,000","1,225,300,000","1,056,400,000","608,600,000","1,214,300,000","1,121,700,000","1,019,300,000","598,200,000","1,124,400,000","1,124,400,000","997,900,000","717,600,000","1,134,900,000","1,109,000,000","1,023,500,000","595,500,000","719,800,000","673,800,000","619,400,000","515,900,000","749,300,000","715,000,000","653,900,000","483,500,000","706,600,000","697,500,000","594,200,000","450,400,000","628,100,000","648,900,000","566,800,000","427,200,000","592,700,000","555,800,000","503,900,000","350,100,000","473,000,000","433,300,000","395,800,000","310,500,000","372,300,000","390,800,000","347,100,000","399,700,000","293,300,000","333,700,000","307,600,000","309,700,000","382,800,000","339,200,000","318,000,000","311,200,000","326,800,000","304,700,000","273,000,000","260,600,000","295,800,000","270,400,000","261,200,000","236,000,000","285,700,000","269,200,000","222,200,000","231,000,000","274,300,000","278,600,000","262,000,000","266,900,000","304,800,000","288,800,000","315,700,000","318,000,000","386,300,000","337,000,000","314,300,000","314,600,000","289,200,000","300,700,000",,"373,100,000","44,900,000","13,000,000","36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,,"97,700,000",,,,"132,800,000",,,,"123,400,000",,,,"84,300,000",,,,"78,500,000",,,,"77,900,000",,,,"74,700,000",,,,"84,800,000",,,,"53,500,000",,,,"41,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,300,000","4,300,000","4,200,000","4,200,000","4,200,000","4,200,000","4,300,000","4,300,000","4,300,000","4,300,000","6,200,000","6,200,000","6,200,000","6,200,000","5,700,000","5,700,000","5,700,000","5,700,000","7,100,000","7,100,000","7,100,000","7,100,000","6,400,000","6,400,000","6,400,000","6,400,000","6,600,000","6,600,000","6,600,000","12,700,000","12,700,000","12,700,000","12,700,000","12,700,000","21,300,000","21,300,000","21,300,000","21,300,000","72,300,000","60,400,000","41,100,000","70,600,000","66,600,000","46,800,000","46,700,000",,"61,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,040,400,000","464,300,000","762,000,000","1,185,800,000","974,400,000","363,900,000","194,100,000","505,900,000","250,200,000","259,200,000","553,600,000","1,094,200,000","993,800,000","547,700,000","149,400,000","174,500,000","328,900,000","192,600,000","214,200,000","192,500,000","217,300,000","94,200,000","63,200,000","53,200,000","114,200,000","112,600,000","121,200,000","268,300,000","907,300,000","525,200,000","580,400,000","544,200,000","658,500,000","697,800,000","942,400,000","308,200,000","43,200,000","56,300,000","61,500,000","46,500,000","36,100,000","46,500,000","77,500,000","137,400,000","129,100,000","134,900,000","132,900,000","75,300,000","90,000,000","55,900,000","71,700,000","72,600,000","50,400,000","30,700,000","33,900,000","62,600,000","132,100,000","125,600,000","155,700,000","158,700,000","102,200,000","106,200,000","99,000,000","105,900,000","123,100,000","80,400,000","82,900,000","77,400,000","90,500,000","101,000,000","84,500,000","82,900,000","25,900,000","16,800,000","49,700,000","180,600,000","195,500,000","249,300,000","321,100,000","335,100,000","387,100,000","271,700,000","228,800,000","232,500,000","509,500,000","176,600,000","364,200,000","453,500,000","496,100,000","358,800,000","199,700,000","464,500,000","329,900,000","155,300,000","171,700,000","179,100,000","261,700,000","200,400,000","358,300,000","387,900,000","484,700,000","566,000,000","716,800,000","912,700,000","703,600,000","487,000,000","347,700,000","514,800,000","203,700,000","131,000,000","96,100,000","79,000,000","76,800,000","119,000,000","72,300,000","76,000,000","112,900,000","63,200,000","89,300,000","55,800,000","67,600,000","63,100,000","63,200,000","89,100,000","94,800,000","99,600,000","85,600,000","75,600,000","71,200,000","101,100,000","79,500,000","74,300,000","103,900,000","73,000,000"
			CurrentDebt,"1,040,400,000","440,800,000","762,000,000","1,185,800,000","974,400,000","338,300,000","194,100,000","505,900,000","250,200,000","227,700,000","553,600,000","1,094,200,000","993,800,000","547,700,000","149,400,000","174,500,000","328,900,000","192,600,000","214,200,000","192,500,000","217,300,000","94,200,000","63,200,000","53,200,000","114,200,000","112,600,000","121,200,000","268,300,000","907,300,000","525,200,000","580,400,000","544,200,000","658,500,000","697,800,000","942,400,000","308,200,000","43,200,000","56,300,000","61,500,000","46,500,000","36,100,000","46,500,000","77,500,000","137,400,000","129,100,000","134,900,000","132,900,000","75,300,000","90,000,000","55,900,000","71,700,000","72,600,000","50,400,000","30,700,000","33,900,000","62,600,000","132,100,000","125,600,000","155,700,000","158,700,000","102,200,000","106,200,000","99,000,000","105,900,000","123,100,000","80,400,000","82,900,000","77,400,000","90,500,000","101,000,000","84,500,000","82,900,000","25,900,000","16,800,000","49,700,000","180,600,000","195,500,000","249,300,000","321,100,000","335,100,000","387,100,000","271,700,000","228,800,000","232,500,000","509,500,000","176,600,000","364,200,000","453,500,000","496,100,000","358,800,000","199,700,000","464,500,000","329,900,000","155,300,000","171,700,000","179,100,000","261,700,000","200,400,000","358,300,000","387,900,000","484,700,000","566,000,000","716,800,000","912,700,000","703,600,000","487,000,000","347,700,000","514,800,000","203,700,000","131,000,000","96,100,000","79,000,000","76,800,000","119,000,000","72,300,000","76,000,000","112,900,000","63,200,000","89,300,000","55,800,000","67,600,000","63,100,000","63,200,000","89,100,000","94,800,000","99,600,000","85,600,000","75,600,000","71,200,000","101,100,000","79,500,000","74,300,000","103,900,000","73,000,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,900,000","35,900,000","2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,"840,600,000","244,100,000","267,500,000","689,100,000","486,900,000","146,300,000",,"243,100,000",,"0","0","535,800,000","493,500,000","55,200,000",,,"184,400,000","0","8,400,000","0","123,800,000","6,300,000","0","0","35,700,000","23,900,000","30,000,000","105,200,000","865,100,000","486,600,000","539,700,000","493,600,000","605,900,000","656,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"199,800,000","196,700,000","494,500,000","496,700,000","487,500,000","192,000,000",,"262,800,000","250,200,000","227,700,000","553,600,000","558,400,000","500,300,000","492,500,000","149,400,000","174,500,000","144,500,000","192,600,000","205,800,000","192,500,000","93,500,000","87,900,000","63,200,000","53,200,000","78,500,000","88,700,000","91,200,000","163,100,000","42,200,000","38,600,000","40,700,000","50,600,000","52,600,000","41,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192,900,000","196,600,000","506,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,"23,500,000",,,,"25,600,000",,,,"31,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"40,000,000","712,700,000","3,200,000","2,800,000","12,000,000","452,900,000","5,500,000","7,000,000","213,500,000","601,900,000","19,000,000","68,900,000","283,300,000","561,500,000","30,100,000","56,500,000","191,600,000","446,300,000","6,400,000","5,600,000","30,100,000","239,800,000","5,000,000","5,100,000","51,000,000","249,900,000","3,900,000","5,400,000","24,200,000","190,200,000","4,000,000","4,000,000","30,400,000","178,900,000","18,100,000","5,200,000","7,300,000","140,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"40,000,000","712,700,000","3,200,000","2,800,000","12,000,000","452,900,000","5,500,000","7,000,000","213,500,000","601,900,000","19,000,000","68,900,000","283,300,000","561,500,000","30,100,000","56,500,000","191,600,000","446,300,000","6,400,000","5,600,000","30,100,000","239,800,000","5,000,000","5,100,000","51,000,000","249,900,000","3,900,000","5,400,000","24,200,000","190,200,000","4,000,000","4,000,000","30,400,000","178,900,000","18,100,000","5,200,000","7,300,000","140,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"261,100,000","220,200,000","155,100,000","170,000,000","166,600,000","175,400,000","97,000,000","108,600,000","64,300,000","117,600,000","73,000,000","71,500,000","78,400,000","68,600,000","37,000,000","45,300,000","67,100,000","55,100,000","204,700,000","204,800,000","204,900,000","113,500,000","88,000,000","102,800,000","80,800,000","80,600,000","65,900,000","57,000,000","147,200,000","171,300,000","53,300,000","52,500,000","56,700,000","88,100,000","67,700,000","14,400,000","17,300,000","31,400,000","27,400,000","574,300,000",,"18,500,000","13,800,000","457,500,000","20,800,000","24,100,000","18,400,000","363,700,000","56,600,000","49,500,000","44,200,000","27,900,000","23,700,000","20,300,000","35,600,000","39,600,000","42,600,000","37,800,000","23,300,000","14,100,000","20,800,000","58,900,000","50,800,000","51,600,000","62,000,000","46,900,000","81,500,000","107,300,000","122,600,000","109,300,000","131,600,000","88,000,000","96,400,000","93,200,000","84,100,000","57,800,000","63,000,000","24,200,000","62,100,000","83,200,000","375,800,000","106,700,000","656,900,000","694,700,000","452,500,000","566,000,000","564,700,000","490,000,000","505,400,000","551,700,000","568,900,000","557,500,000","584,900,000","570,800,000","595,200,000","534,000,000","499,100,000","600,600,000","538,600,000","614,500,000","551,600,000","569,400,000","564,100,000","515,900,000","442,000,000","457,200,000","601,100,000","514,400,000","433,700,000","461,000,000","626,000,000","679,800,000","614,800,000","535,800,000","555,300,000","548,100,000","531,800,000","547,000,000","558,900,000","570,500,000","566,300,000","529,500,000","536,600,000","486,200,000","508,300,000","477,800,000","495,400,000","471,000,000","499,400,000","469,500,000","498,100,000","1,014,400,000","1,059,600,000","1,065,900,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,993,300,000","4,009,100,000","3,925,600,000","3,966,500,000","4,011,900,000","4,373,200,000","4,435,500,000","4,459,900,000","5,030,000,000","4,587,400,000","4,603,000,000","3,799,500,000","3,816,600,000","3,770,500,000","4,057,100,000","4,244,200,000","4,448,400,000","4,289,800,000","2,291,000,000","2,415,700,000","2,656,100,000","2,708,100,000","2,780,300,000","2,886,200,000","2,935,800,000","2,964,300,000","2,837,400,000","2,886,300,000","1,826,700,000","1,866,100,000","1,725,300,000","1,666,000,000","1,676,600,000","1,676,400,000","1,490,700,000","1,482,200,000","1,977,100,000","1,683,700,000","1,490,500,000","1,524,700,000","1,634,800,000","1,519,500,000","1,101,800,000","1,119,600,000","1,192,500,000","1,167,300,000","1,212,200,000","1,269,300,000","1,311,500,000","1,293,900,000","1,158,600,000","1,210,100,000","1,289,600,000","1,268,400,000","962,000,000","926,700,000","915,300,000","859,300,000","856,400,000","904,700,000","979,100,000","954,000,000","1,002,700,000","1,003,100,000","1,041,900,000","1,069,900,000","1,001,700,000","1,200,100,000","1,221,700,000","1,231,000,000","1,371,900,000","1,409,200,000","1,520,700,000","1,464,700,000","1,516,900,000","1,612,100,000","1,626,800,000","1,546,600,000","1,018,100,000","1,094,100,000","1,116,600,000","1,134,400,000","1,571,600,000","1,524,600,000","1,459,600,000","1,498,600,000","1,564,800,000","1,597,500,000","1,600,200,000","1,630,000,000","1,996,400,000","1,966,700,000","1,962,100,000","1,951,600,000","1,895,200,000","1,945,200,000","1,986,400,000","1,830,000,000","1,936,400,000","1,980,700,000","1,982,000,000","1,973,200,000","1,794,300,000","1,661,700,000","1,671,200,000","1,697,600,000","1,714,700,000","1,656,000,000","1,660,800,000","1,566,600,000","1,469,800,000","1,479,400,000","1,514,300,000","1,396,800,000","1,430,900,000","1,535,200,000","1,501,300,000","1,427,600,000","1,411,100,000","1,409,700,000","1,432,200,000","1,250,000,000","1,415,600,000","1,521,300,000","1,579,700,000","1,491,900,000","1,695,400,000","1,733,300,000","1,683,700,000","1,669,000,000","1,699,400,000","1,883,700,000","1,774,800,000","2,053,500,000"
